"","Date","Time","Temperature","Pressure","Sea pressure","Depth","dive_number","Dive_Status","Transect.Number","Length..mm.","Precision..mm.","Dive.Type","Genus","Species","Code","Stage","Activity","Comment.1"
"47","6/3/2022",17H 50M 49S,6.6365439,92.6224069,82.4899069,81.8172313,"10","DIVE",11,NA,54.495,"Line","quillback",147,147,"AD","Passing",NA
"48","6/3/2022",17H 51M 22S,6.6293564,93.3629853,83.2304853,82.5517706,"10","DIVE",11,NA,21.642,"Line","quillback",147,147,"AD","Passing",NA
"49","6/3/2022",17H 51M 24S,6.6247494,93.513175,83.380675,82.7007355,"10","DIVE",11,NA,33.376,"Line","rosethorn",150,150,"AD","Passing",NA
"50","6/3/2022",17H 52M 18S,6.6287635,96.9039698,86.7714698,86.0638796,"10","DIVE",11,NA,51.304,"Line","rosethorn",150,150,"AD","Passing",NA
"51","6/3/2022",17H 52M 58S,6.6283748,96.0658611,85.9333611,85.2326054,"10","DIVE",11,NA,22.311,"Line","rosethorn",150,150,"AD","Passing",NA
"52","6/3/2022",17H 53M 33S,6.6298618,94.6751882,84.5426882,83.8532729,"10","DIVE",11,NA,49.134,"Line","tiger",148,148,"AD","Passing",NA
"53","6/3/2022",17H 53M 40S,6.6305811,93.9895237,83.8570237,83.1731997,"10","DIVE",11,NA,16.171,"Line","rosethorn",150,150,"AD","Passing",NA
"54","6/3/2022",17H 53M 54S,6.6183734,94.5418098,84.4093098,83.7209822,"10","DIVE",11,NA,44.44,"Line","rosethorn",150,150,"AD","Passing",NA
"55","6/3/2022",17H 55M 58S,6.5935397,97.811208,87.678708,86.9637196,"10","DIVE",11,NA,31.072,"Line","quillback",147,147,"AD","Passing",NA
"56","6/3/2022",17H 56M 59S,6.588082,96.2551989,86.1226989,85.4203992,"10","DIVE",11,NA,11.934,"Line","rosethorn",150,150,"AD","Passing",NA
"57","6/3/2022",17H 58M 20S,6.582877,98.1989337,88.0664337,87.3482835,"10","DIVE",11,NA,20.995,"Line","rosethorn",150,150,"AD","Passing",NA
"58","6/3/2022",17H 58M 36S,6.5834068,97.9487046,87.8162046,87.1000949,"10","DIVE",11,NA,41.652,"Line","quillback",147,147,"AD","Passing",NA
"59","6/3/2022",17H 58M 40S,6.5837956,97.5402433,87.4077433,86.6949645,"10","DIVE",11,NA,41.098,"Line","rosethorn",150,150,"AD","Passing",NA
"60","6/3/2022",17H 58M 52S,6.5844565,97.6134656,87.4809656,86.7675897,"10","DIVE",11,NA,15.078,"Line","rosethorn",150,150,"AD","Passing",NA
"61","6/3/2022",17H 59M 31S,6.5844128,97.3148673,87.1823673,86.4714264,"10","DIVE",11,NA,13.83,"Line","rosethorn",150,150,"AD","Passing",NA
"62","6/3/2022",18H 1M 37S,6.5849765,97.5676173,87.4351173,86.7221153,"10","DIVE",11,NA,36.205,"Line","dusky",172,172,"AD","Passing",NA
"63","6/3/2022",18H 1M 49S,6.5830277,97.9316117,87.7991117,87.0831414,"10","DIVE",11,NA,45.644,"Line","dusky",172,172,"AD","Passing",NA
"64","6/4/2022",8H 0M 53S,6.7677393,76.9756491,66.8431491,66.2980671,"11","DIVE",12,NA,37.341,"Line","quillback",147,147,"AD","Passing",NA
"65","6/4/2022",8H 1M 16S,6.7636236,77.2354172,67.1029172,66.555717,"11","DIVE",12,NA,18.516,"Line","rosethorn",150,150,"AD","Passing",NA
"66","6/4/2022",8H 12M 20S,6.750766,82.4897495,72.3572495,71.7672021,"11","DIVE",12,NA,41.467,"Line","rosethorn",150,150,"AD","Passing",NA
"67","6/4/2022",8H 12M 30S,6.7506883,82.6323649,72.4998649,71.9086545,"11","DIVE",12,NA,22.062,"Line","tiger",148,148,"AD","Passing",NA
"68","6/4/2022",8H 12M 46S,6.7606546,81.0286298,70.8961298,70.3179972,"11","DIVE",12,NA,12.351,"Line","tiger",148,148,"AD","Passing",NA
"69","6/4/2022",8H 13M 53S,6.8019916,73.81432,63.68182,63.1625176,"11","DIVE",12,509.326,34.596,"Line","yelloweye",145,145,"SU","Fish actively swimming in frame",NA
"70","6/4/2022",8H 14M 4S,6.7949653,75.0849384,64.9524384,64.4227745,"11","DIVE",12,NA,80.375,"Line","tiger",148,148,"AD","Passing",NA
"71","6/4/2022",8H 14M 21S,6.8035416,75.154982,65.022482,64.492247,"11","DIVE",12,NA,54.437,"Line","quillback",147,147,"AD","Passing",NA
"72","6/4/2022",8H 14M 56S,6.7896154,72.797052,62.664552,62.1535451,"11","DIVE",12,NA,54.642,"Line","quillback",147,147,"AD","Passing",NA
"73","6/4/2022",8H 16M 23S,6.7861362,71.8063742,61.6738742,61.1709459,"11","DIVE",12,NA,22.76,"Line","quillback",147,147,"AD","Passing",NA
"74","6/4/2022",8H 16M 45S,6.7850915,71.3746359,61.2421359,60.7427282,"11","DIVE",12,199.714,29.289,"Line","yelloweye",145,145,"JV","Passing",NA
"75","6/4/2022",8H 16M 56S,6.7811361,71.0692539,60.9367539,60.4398365,"11","DIVE",12,NA,8.454,"Line","quillback",147,147,"AD","Passing",NA
"76","6/4/2022",8H 18M 18S,6.7920741,70.7002748,60.5677748,60.0738663,"11","DIVE",12,NA,28.04,"Line","quillback",147,147,"AD","Passing",NA
"77","6/4/2022",8H 18M 28S,6.7934395,70.289272,60.156772,59.666215,"11","DIVE",12,NA,8.041,"Line","yelloweye",145,145,"SU","Fish seeking cover","no measurement"
"78","6/4/2022",8H 19M 2S,6.7853976,72.4488011,62.3163011,61.808134,"11","DIVE",12,NA,40.794,"Line","quillback",147,147,"AD","Passing",NA
"79","6/4/2022",8H 20M 1S,6.7881722,71.9537715,61.8212715,61.3171412,"11","DIVE",12,NA,6.993,"Line","yelloweye",145,145,"AD","Fish seeking cover","no measurement"
"80","6/4/2022",8H 20M 16S,6.7865444,72.5140806,62.3815806,61.8728812,"11","DIVE",12,NA,10.325,"Line","yellowtail",155,155,"AD","Passing",NA
"81","6/4/2022",8H 20M 58S,6.7810195,73.6050646,63.4725646,62.9549686,"11","DIVE",12,202.829,27.382,"Line","yelloweye",145,145,"JV","Fish milling/hovering",NA
"82","6/4/2022",8H 21M 8S,6.784902,73.8233184,63.6908184,63.1714426,"11","DIVE",12,NA,20.137,"Line","China",149,149,"AD","Passing",NA
"83","6/4/2022",8H 24M 29S,6.7631425,78.6308248,68.4983248,67.9397455,"11","DIVE",12,267.495,10.52,"Line","yelloweye",145,145,"SU","Fish seeking cover",NA
"84","6/4/2022",8H 24M 55S,6.7827251,77.4661188,67.3336188,66.7845373,"11","DIVE",12,234.291,22.138,"Line","yelloweye",145,145,"JV","Fish moving slowly out of frame",NA
"85","6/4/2022",8H 26M 2S,6.7802566,74.9803977,64.8478977,64.3190864,"11","DIVE",12,NA,1.412,"Line","yelloweye",145,145,"AD","Fish moving slowly out of frame","no measurement"
"86","6/4/2022",8H 26M 5S,6.7783227,74.6495131,64.5170131,63.9909,"11","DIVE",12,386.555,35.376,"Line","yelloweye",145,145,"AD","Fish moving slowly into frame",NA
"87","6/4/2022",8H 26M 9S,6.7777299,74.8173368,64.6848368,64.1573551,"11","DIVE",12,NA,20.643,"Line","dusky",172,172,"AD","Passing",NA
"88","6/4/2022",8H 26M 9S,6.7777299,74.8173368,64.6848368,64.1573551,"11","DIVE",12,NA,13.327,"Line","black",142,142,"AD","Passing",NA
"89","6/4/2022",8H 26M 9S,6.7777299,74.8173368,64.6848368,64.1573551,"11","DIVE",12,NA,50.003,"Line","dusky",172,172,"AD","Passing",NA
"90","6/4/2022",8H 26M 9S,6.7777299,74.8173368,64.6848368,64.1573551,"11","DIVE",12,NA,24.103,"Line","black",142,142,"AD","Passing",NA
"91","6/4/2022",8H 26M 13S,6.777346,74.7117115,64.5792115,64.0525912,"11","DIVE",12,NA,36.165,"Line","black",142,142,"AD","Passing",NA
"92","6/4/2022",8H 26M 21S,6.7789155,74.2673577,64.1348577,63.611861,"11","DIVE",12,NA,36.291,"Line","dusky",172,172,"AD","Passing",NA
"93","6/4/2022",8H 26M 50S,6.7736773,75.1627908,65.0302908,64.4999921,"11","DIVE",12,NA,20.03,"Line","dusky",172,172,"AD","Passing",NA
"94","6/4/2022",8H 26M 53S,6.7734392,75.142094,65.009594,64.4794641,"11","DIVE",12,NA,28.464,"Line","dusky",172,172,"AD","Passing",NA
"95","6/4/2022",8H 26M 54S,6.7731962,75.163071,65.030571,64.50027,"11","DIVE",12,NA,20.791,"Line","dusky",172,172,"AD","Passing",NA
"96","6/4/2022",8H 26M 59S,6.778658,75.6236777,65.4911777,64.9571206,"11","DIVE",12,NA,8.97,"Line","lingcod",130,130,"AD","Passing",NA
"97","6/4/2022",8H 27M 2S,6.7796104,76.1871103,66.0546103,65.5159586,"11","DIVE",12,NA,7.293,"Line","black",142,142,"AD","Passing",NA
"98","6/4/2022",8H 27M 12S,6.7768018,78.0318,67.8993,67.3456055,"11","DIVE",12,NA,47.667,"Line","dusky",172,172,"AD","Passing",NA
"99","6/4/2022",8H 27M 24S,6.7696442,78.6751377,68.5426377,67.983697,"11","DIVE",12,NA,35.436,"Line","quillback",147,147,"AD","Passing",NA
"100","6/4/2022",8H 39M 2S,6.7744888,86.6267723,76.4942723,75.8704889,"11","DIVE",12,NA,20.919,"Line","quillback",147,147,"AD","Passing",NA
"101","6/4/2022",8H 39M 4S,6.776447,86.6043567,76.4718567,75.8482561,"11","DIVE",12,NA,7.411,"Line","rosethorn",150,150,"AD","Passing",NA
"102","6/4/2022",8H 40M 2S,6.7686869,82.0230102,71.8905102,71.3042688,"11","DIVE",12,NA,22.266,"Line","rosethorn",150,150,"AD","Passing",NA
"103","6/4/2022",8H 40M 15S,6.7873413,79.360091,69.227591,68.6630648,"11","DIVE",12,NA,30.763,"Line","yelloweye",145,145,"JV","Fish moving slowly out of frame","no measurement"
"104","6/4/2022",8H 40M 44S,6.7838524,76.1997182,66.0672182,65.5284637,"11","DIVE",12,NA,26.175,"Line","quillback",147,147,"AD","Passing",NA
"105","6/4/2022",8H 41M 57S,6.7814228,73.3926628,63.2601628,62.7442988,"11","DIVE",12,NA,20.075,"Line","quillback",147,147,"AD","Passing",NA
"106","6/4/2022",10H 2M 25S,6.384067,124.3825723,114.2500723,113.3184039,"12","DIVE",14,NA,117.077,"Line","quillback",147,147,"AD","Passing",NA
"107","6/4/2022",10H 3M 0S,6.386094,124.5687937,114.4362937,113.5031068,"12","DIVE",14,NA,159.114,"Line","tiger",148,148,"AD","Passing",NA
"108","6/4/2022",10H 3M 1S,6.3846649,124.5441313,114.4116313,113.4786454,"12","DIVE",14,NA,75.37,"Line","rosethorn",150,150,"AD","Passing",NA
"109","6/4/2022",10H 4M 34S,6.3835323,125.0204164,114.8879164,113.9510466,"12","DIVE",14,NA,95.288,"Line","quillback",147,147,"AD","Passing",NA
"110","6/4/2022",10H 5M 56S,6.3842858,125.4322628,115.2997628,114.3595345,"12","DIVE",14,NA,21.64,"Line","rosethorn",150,150,"AD","Passing",NA
"111","6/4/2022",10H 6M 2S,6.3848934,125.4833991,115.3508991,114.4102539,"12","DIVE",14,NA,42.797,"Line","quillback",147,147,"AD","Passing",NA
"112","6/4/2022",10H 6M 14S,6.3867503,125.1208786,114.9883786,114.0506896,"12","DIVE",14,NA,64.49,"Line","rosethorn",150,150,"AD","Passing",NA
"113","6/4/2022",10H 19M 30S,6.3897203,124.8083946,114.6758946,113.7407538,"12","DIVE",14,454.053,90.935,"Line","yelloweye",145,145,"AD","Fish milling/hovering",NA
"114","6/4/2022",10H 19M 35S,6.3895258,124.7400125,114.6075125,113.6729293,"12","DIVE",14,NA,32.986,"Line","quillback",147,147,"AD","Passing",NA
"115","6/4/2022",10H 19M 56S,6.3897689,124.7761653,114.6436653,113.7087873,"12","DIVE",14,NA,8.279,"Line","rosethorn",150,150,"AD","Passing",NA
"116","6/4/2022",10H 20M 20S,6.3915091,124.5030657,114.3705657,113.4379147,"12","DIVE",14,NA,22.289,"Line","rosethorn",150,150,"AD","Passing",NA
"117","6/4/2022",10H 21M 50S,6.3902744,123.8981307,113.7656307,112.8379128,"12","DIVE",14,NA,25.203,"Line","lingcod",130,130,"AD","Passing",NA
"118","6/4/2022",10H 21M 50S,6.3902744,123.8981307,113.7656307,112.8379128,"12","DIVE",14,NA,74.539,"Line","canary",146,146,"AD","Passing",NA
"119","6/4/2022",10H 22M 16S,6.3906681,124.042461,113.909961,112.9810661,"12","DIVE",14,NA,107.179,"Line","canary",146,146,"AD","Passing",NA
"120","6/4/2022",10H 22M 16S,6.3906681,124.042461,113.909961,112.9810661,"12","DIVE",14,NA,110.008,"Line","canary",146,146,"AD","Passing",NA
"121","6/4/2022",10H 22M 16S,6.3906681,124.042461,113.909961,112.9810661,"12","DIVE",14,NA,143.945,"Line","canary",146,146,"AD","Passing",NA
"122","6/4/2022",10H 22M 16S,6.3906681,124.042461,113.909961,112.9810661,"12","DIVE",14,NA,179.726,"Line","canary",146,146,"AD","Passing",NA
"123","6/4/2022",10H 22M 16S,6.3906681,124.042461,113.909961,112.9810661,"12","DIVE",14,NA,173.221,"Line","canary",146,146,"AD","Passing",NA
"124","6/4/2022",10H 22M 16S,6.3906681,124.042461,113.909961,112.9810661,"12","DIVE",14,NA,161.817,"Line","canary",146,146,"AD","Passing",NA
"125","6/4/2022",10H 22M 16S,6.3906681,124.042461,113.909961,112.9810661,"12","DIVE",14,NA,164.158,"Line","canary",146,146,"AD","Passing",NA
"126","6/4/2022",10H 22M 18S,6.3917764,124.0976709,113.9651709,113.0358258,"12","DIVE",14,NA,122.904,"Line","canary",146,146,"AD","Passing",NA
"127","6/4/2022",10H 22M 18S,6.3917764,124.0976709,113.9651709,113.0358258,"12","DIVE",14,NA,112.054,"Line","canary",146,146,"AD","Passing",NA
"128","6/4/2022",10H 22M 18S,6.3917764,124.0976709,113.9651709,113.0358258,"12","DIVE",14,NA,115.752,"Line","canary",146,146,"AD","Passing",NA
"129","6/4/2022",10H 22M 21S,6.389798,124.0682443,113.9357443,113.0066392,"12","DIVE",14,NA,122.845,"Line","canary",146,146,"AD","Passing",NA
"130","6/4/2022",10H 22M 21S,6.389798,124.0682443,113.9357443,113.0066392,"12","DIVE",14,NA,79.19,"Line","canary",146,146,"AD","Passing",NA
"131","6/4/2022",10H 22M 21S,6.389798,124.0682443,113.9357443,113.0066392,"12","DIVE",14,NA,129.539,"Line","canary",146,146,"AD","Passing",NA
"132","6/4/2022",10H 22M 22S,6.3896571,124.0185062,113.8860062,112.9573067,"12","DIVE",14,NA,150.957,"Line","canary",146,146,"AD","Passing",NA
"133","6/4/2022",10H 22M 27S,6.3900703,123.774259,113.641759,112.7150512,"12","DIVE",14,NA,67.533,"Line","canary",146,146,"AD","Passing",NA
"134","6/4/2022",10H 22M 27S,6.3900703,123.774259,113.641759,112.7150512,"12","DIVE",14,NA,95.324,"Line","canary",146,146,"AD","Passing",NA
"135","6/4/2022",10H 22M 27S,6.3900703,123.774259,113.641759,112.7150512,"12","DIVE",14,NA,108.383,"Line","canary",146,146,"AD","Passing",NA
"136","6/4/2022",10H 22M 30S,6.3892925,123.9962193,113.8637193,112.9352015,"12","DIVE",14,NA,81.841,"Line","canary",146,146,"AD","Passing",NA
"137","6/4/2022",10H 22M 33S,6.3911931,124.1270975,113.9945975,113.0650124,"12","DIVE",14,NA,65.475,"Line","canary",146,146,"AD","Passing",NA
"138","6/4/2022",10H 22M 40S,6.3909209,123.722132,113.589632,112.6633493,"12","DIVE",14,NA,31.296,"Line","quillback",147,147,"AD","Passing",NA
"139","6/4/2022",10H 22M 40S,6.3909209,123.722132,113.589632,112.6633493,"12","DIVE",14,NA,13.691,"Line","dusky",172,172,"AD","Passing",NA
"140","6/4/2022",10H 22M 46S,6.3900411,123.6192794,113.4867794,112.5613354,"12","DIVE",14,NA,24.413,"Line","tiger",148,148,"AD","Passing",NA
"141","6/4/2022",10H 23M 12S,6.3916792,123.4253449,113.2928449,112.3689823,"12","DIVE",14,NA,90.086,"Line","dusky",172,172,"AD","Passing",NA
"142","6/4/2022",10H 23M 12S,6.3916792,123.4253449,113.2928449,112.3689823,"12","DIVE",14,NA,72.988,"Line","lingcod",130,130,"AD","Passing",NA
"143","6/4/2022",10H 23M 15S,6.3922236,123.3768613,113.2443613,112.3208941,"12","DIVE",14,NA,44.008,"Line","dusky",172,172,"AD","Passing",NA
"144","6/4/2022",10H 23M 15S,6.3922236,123.3768613,113.2443613,112.3208941,"12","DIVE",14,NA,114.169,"Line","dusky",172,172,"AD","Passing",NA
"145","6/4/2022",10H 23M 43S,6.3892585,124.5818172,114.4493172,113.516024,"12","DIVE",14,NA,40.615,"Line","dusky",172,172,"AD","Passing",NA
"146","6/4/2022",10H 24M 2S,6.3902987,124.4199624,114.2874624,113.3554891,"12","DIVE",14,195.171,51.146,"Line","yelloweye",145,145,"JV","Fish seeking cover",NA
"147","6/4/2022",10H 24M 17S,6.3884078,124.1610081,114.0285081,113.0986465,"12","DIVE",14,NA,88.783,"Line","quillback",147,147,"AD","Passing",NA
"148","6/4/2022",10H 24M 25S,6.3925299,123.6243239,113.4918239,112.5663388,"12","DIVE",14,NA,72.786,"Line","dusky",172,172,"AD","Passing",NA
"149","6/4/2022",10H 24M 31S,6.3891758,123.944933,113.812433,112.8843334,"12","DIVE",14,NA,28.576,"Line","dusky",172,172,"AD","Passing",NA
"150","6/4/2022",10H 24M 52S,6.3885634,124.1000601,113.9675601,113.0381955,"12","DIVE",14,NA,19.638,"Line","quillback",147,147,"AD","Passing",NA
"151","6/5/2022",6H 58M 30S,6.7576613,91.2476145,81.1151145,80.4536498,"13","DIVE",13,493.153,23.204,"Line","lingcod",130,130,"AD","Passing",NA
"152","6/5/2022",7H 1M 7S,6.7561258,90.8939242,80.7614242,80.1028438,"13","DIVE",13,NA,5.295,"Line","yelloweye",145,145,"SU","Fish seeking cover","no measurement"
"153","6/5/2022",7H 6M 56S,6.7550033,89.9594499,79.8269499,79.1759897,"13","DIVE",13,NA,16.446,"Line","kelp greenling",194,194,"AD","Passing",NA
"154","6/5/2022",7H 10M 24S,6.7546486,89.0446637,78.9121637,78.2686632,"13","DIVE",13,NA,34.323,"Line","quillback",147,147,"AD","Passing",NA
"155","6/5/2022",7H 10M 25S,6.75408,88.9690096,78.8365096,78.1936261,"13","DIVE",13,NA,29.205,"Line","quillback",147,147,"AD","Passing",NA
"156","6/5/2022",7H 10M 49S,6.7537787,88.1763255,78.0438255,77.4074061,"13","DIVE",13,NA,26.713,"Line","quillback",147,147,"AD","Passing",NA
"157","6/5/2022",7H 10M 52S,6.7537253,88.0874364,77.9549364,77.3192419,"13","DIVE",13,NA,29.206,"Line","quillback",147,147,"AD","Passing",NA
"158","6/5/2022",7H 10M 59S,6.7532588,88.0431652,77.9106652,77.2753316,"13","DIVE",13,NA,18.356,"Line","quillback",147,147,"AD","Passing",NA
"159","6/5/2022",7H 11M 0S,6.7530985,88.004844,77.872344,77.237323,"13","DIVE",13,NA,47.872,"Line","quillback",147,147,"AD","Passing",NA
"160","6/5/2022",7H 11M 0S,6.7530985,88.004844,77.872344,77.237323,"13","DIVE",13,NA,35.711,"Line","quillback",147,147,"AD","Passing",NA
"161","6/5/2022",7H 11M 0S,6.7530985,88.004844,77.872344,77.237323,"13","DIVE",13,281.861,29.316,"Line","yelloweye",145,145,"AD","Fish seeking cover",NA
"162","6/5/2022",7H 11M 3S,6.7531859,87.8391814,77.7066814,77.0730112,"13","DIVE",13,NA,29.294,"Line","kelp greenling",194,194,"AD","Passing",NA
"163","6/5/2022",7H 11M 51S,6.7531713,88.3284068,78.1959068,77.5582472,"13","DIVE",13,NA,18.026,"Line","quillback",147,147,"AD","Passing",NA
"164","6/5/2022",7H 12M 53S,6.7535747,88.2437869,78.1112869,77.4743174,"13","DIVE",13,NA,28.961,"Line","quillback",147,147,"AD","Passing",NA
