Time,Temperature,Pressure,Sea pressure,Depth
8/18/2023 7:30:02,7.96191049,46.37689477,36.24439477,35.94883472
8/18/2023 7:30:03,7.955719351,46.41220304,36.27970304,35.98385506
8/18/2023 7:30:04,7.953041717,46.52877679,36.39627679,36.0994782
8/18/2023 7:30:05,7.936747635,46.67449335,36.54199335,36.2440065
8/18/2023 7:30:06,7.924637762,46.70504065,36.57254065,36.27430469
8/18/2023 7:30:07,7.922451,46.48844132,36.35594132,36.05947165
8/18/2023 7:30:08,7.949630293,46.10119363,35.96869363,35.67538183
8/18/2023 7:30:09,7.994718223,45.70947717,35.57697717,35.28685967
8/18/2023 7:30:10,8.039968262,45.50914526,35.37664526,35.08816139
8/18/2023 7:30:11,8.06535691,45.52877733,35.39627733,35.10763338
8/18/2023 7:30:12,8.073735684,45.5349608,35.4024608,35.11376642
8/18/2023 7:30:13,8.079110965,45.4346697,35.3021697,35.01429316
8/18/2023 7:30:14,8.102692546,45.18418751,35.05168751,34.76585356
8/18/2023 7:30:15,8.142843738,44.87291543,34.74041543,34.45711979
8/18/2023 7:30:16,8.224706676,44.58433499,34.45183499,34.17089262
8/18/2023 7:30:17,8.316353414,44.3694488,34.2369488,33.95775875
8/18/2023 7:30:18,8.375261102,44.13074943,33.99824943,33.72100589
8/18/2023 7:30:19,8.399536257,43.82564878,33.69314878,33.41839322
8/18/2023 7:30:20,8.48416287,43.48889125,33.35639125,33.08438183
8/18/2023 7:30:21,8.649260365,43.28745239,33.15495239,32.88458563
8/18/2023 7:30:22,8.687694878,43.33902111,33.20652111,32.93573383
8/18/2023 7:30:23,8.559822646,43.42140999,33.28890999,33.01745086
8/18/2023 7:30:24,8.579299435,43.61727302,33.48477302,33.21171669
8/18/2023 7:30:25,8.564705162,43.80921302,33.67671302,33.4020915
8/18/2023 7:30:26,8.571124461,43.80894713,33.67644713,33.40182777
8/18/2023 7:30:27,8.559934496,43.80474439,33.67224439,33.3976593
8/18/2023 7:30:28,8.518813876,43.88377021,33.75127021,33.4760407
8/18/2023 7:30:29,8.467693802,44.06926498,33.93676498,33.66002282
8/18/2023 7:30:30,8.437275426,44.32311003,34.19061003,33.91179786
8/18/2023 7:30:31,8.375329167,44.70948216,34.57698216,34.29501926
8/18/2023 7:30:32,8.247548161,45.22363089,35.09113089,34.80497529
8/18/2023 7:30:33,8.196723137,45.71255218,35.58005218,35.28990961
8/18/2023 7:30:34,8.14252295,46.27377242,36.14127242,35.84655329
8/18/2023 7:30:35,8.066251161,46.79771957,36.66521957,36.36622785
8/18/2023 7:30:36,8.014852349,47.26704676,37.13454676,36.83172784
8/18/2023 7:30:37,7.858521334,47.5200548,37.3875548,37.08267269
8/18/2023 7:30:38,7.728192026,47.70021474,37.56771474,37.26136349
8/18/2023 7:30:39,7.699607543,47.94258859,37.81008859,37.50176087
8/18/2023 7:30:40,7.685896074,48.2617263,38.1292263,37.81829612
8/18/2023 7:30:41,7.663560463,48.61560651,38.48310651,38.16929057
8/18/2023 7:30:42,7.641438854,49.09164734,38.95914734,38.64144946
8/18/2023 7:30:43,7.620809045,49.62568643,39.49318643,39.17113365
8/18/2023 7:30:44,7.573481585,50.18830438,40.05580438,39.72916365
8/18/2023 7:30:45,7.531484613,50.72822795,40.59572795,40.26468434
8/18/2023 7:30:46,7.452724534,51.26254552,41.13004552,40.79464474
8/18/2023 7:30:47,7.388914703,51.75035083,41.61785083,41.27847217
8/18/2023 7:30:48,7.321777323,52.1930455,42.0605455,41.71755683
8/18/2023 7:30:49,7.298131827,52.64610429,42.51360429,42.16692108
8/18/2023 7:30:50,7.288133381,53.05713606,42.92463606,42.57460104
8/18/2023 7:30:51,7.287919614,53.47797014,43.34547014,42.99200337
8/18/2023 7:30:52,7.287662123,53.84136417,43.70886417,43.35243405
8/18/2023 7:30:53,7.282682332,54.20728289,44.07478289,43.71536883
8/18/2023 7:30:54,7.264823095,54.64184121,44.50934121,44.14638349
8/18/2023 7:30:55,7.248639968,55.09012671,44.95762671,44.59101338
8/18/2023 7:30:56,7.204419254,55.5476632,45.4151632,45.04481882
8/18/2023 7:30:57,7.153522845,55.97072876,45.83822876,45.46443443
8/18/2023 7:30:58,7.129527134,56.42097866,46.28847866,45.9110127
8/18/2023 7:30:59,7.1067702,56.85244657,46.71994657,46.33896215
8/18/2023 7:31:00,7.069510535,57.33071324,47.19821324,46.81332872
8/18/2023 7:31:01,7.063442259,57.64029751,47.50779751,47.12038845
8/18/2023 7:31:02,7.057723785,58.03814923,47.90564923,47.51499583
8/18/2023 7:31:03,7.051835252,58.42871562,48.29621562,47.90237729
8/18/2023 7:31:04,7.045485147,58.86886184,48.73636184,48.33893428
8/18/2023 7:31:05,7.039509138,59.30509659,49.17259659,48.77161168
8/18/2023 7:31:06,7.03550569,59.75477973,49.62227973,49.21762782
8/18/2023 7:31:07,7.025637947,60.21509473,50.08259473,49.67418912
8/18/2023 7:31:08,7.007301633,60.66195893,50.52945893,50.1174093
8/18/2023 7:31:09,6.999192609,61.08558188,50.95308188,50.53757776
8/18/2023 7:31:10,6.990320754,61.49239327,51.35989327,50.94107174
8/18/2023 7:31:11,6.979549133,61.91097189,51.77847189,51.35623701
8/18/2023 7:31:12,6.969064127,62.34776202,52.21526202,51.78946527
8/18/2023 7:31:13,6.958598508,62.81283125,52.68033125,52.25074203
8/18/2023 7:31:14,6.953443421,63.24093391,53.10843391,52.67535367
8/18/2023 7:31:15,6.950785704,63.68388587,53.55138587,53.11469352
8/18/2023 7:31:16,6.946932737,64.11394885,53.98144885,53.54124948
8/18/2023 7:31:17,6.944202132,64.55269708,54.42019708,53.97641988
8/18/2023 7:31:18,6.94132576,64.99228538,54.85978538,54.41242349
8/18/2023 7:31:19,6.938978988,65.41169983,55.27919983,54.82841777
8/18/2023 7:31:20,6.935645888,65.81542336,55.68292336,55.22884908
8/18/2023 7:31:21,6.926224748,66.21018042,56.07768042,55.62038703
8/18/2023 7:31:22,6.897169081,66.60717842,56.47467842,56.01414766
8/18/2023 7:31:23,6.857719726,66.99857217,56.86607217,56.40234973
8/18/2023 7:31:24,6.811967285,67.39755789,57.26505789,56.79808186
8/18/2023 7:31:25,6.783347062,67.79203331,57.65953331,57.18934048
8/18/2023 7:31:26,6.773414895,68.19323269,58.06073269,57.58726823
8/18/2023 7:31:27,6.761572983,68.60844091,58.47594091,57.99909057
8/18/2023 7:31:28,6.724885278,69.02504955,58.89254955,58.41230191
8/18/2023 7:31:29,6.680926764,69.44558029,59.31308029,58.82940338
8/18/2023 7:31:30,6.645631544,69.81875878,59.68625878,59.19953873
8/18/2023 7:31:31,6.599220858,70.23231655,60.09981655,59.60972409
8/18/2023 7:31:32,6.573939603,70.61614176,60.48364176,59.99041934
8/18/2023 7:31:33,6.565556129,70.96186075,60.82936075,60.33331911
8/18/2023 7:31:34,6.563165004,71.3067386,61.1742386,60.67538461
8/18/2023 7:31:35,6.564137006,71.62779985,61.49529985,60.99382772
8/18/2023 7:31:36,6.57278779,71.96038421,61.82788421,61.32369998
8/18/2023 7:31:37,6.575883588,72.27163823,62.13913823,61.63241583
8/18/2023 7:31:38,6.597301213,72.58233131,62.44983131,61.94057532
8/18/2023 7:31:39,6.59880291,72.89950587,62.76700587,62.25516344
8/18/2023 7:31:40,6.588879038,73.21356061,63.08106061,62.56665717
8/18/2023 7:31:41,6.586905917,73.52541219,63.39291219,62.87596571
8/18/2023 7:31:42,6.592480218,73.85795887,63.72545887,63.2058006
8/18/2023 7:31:43,6.59019121,74.19082544,64.05832544,63.53595276
8/18/2023 7:31:44,6.584986251,74.50179684,64.36929684,63.84438829
8/18/2023 7:31:45,6.573293227,74.83522449,64.70272449,64.17509696
8/18/2023 7:31:46,6.587804999,75.17337383,65.04087383,64.51048882
8/18/2023 7:31:47,6.595284368,75.52025148,65.38775148,64.8545378
8/18/2023 7:31:48,6.590604301,75.77522668,65.64272668,65.10743377
8/18/2023 7:31:49,6.582993683,76.05733691,65.92483691,65.38724349
8/18/2023 7:31:50,6.554936967,76.38404193,66.25154193,65.71128435
8/18/2023 7:31:51,6.518563703,76.71294374,66.58044374,66.03750408
8/18/2023 7:31:52,6.480940008,77.04581373,66.91331373,66.36765964
8/18/2023 7:31:53,6.469970005,77.35874389,67.22624389,66.67803797
8/18/2023 7:31:54,6.49141413,77.66723766,67.53473766,66.98401608
8/18/2023 7:31:55,6.500400886,77.97489149,67.84239149,67.2891611
8/18/2023 7:31:56,6.508041265,78.28501901,68.15251901,67.59675965
8/18/2023 7:31:57,6.506665807,78.58734971,68.45484971,67.89662494
8/18/2023 7:31:58,6.500823733,78.91265711,68.78015711,68.21927958
8/18/2023 7:31:59,6.501139653,79.23740484,69.10490484,68.54137911
8/18/2023 7:32:00,6.509878447,79.64335891,69.51085891,68.94402277
8/18/2023 7:32:01,6.522553938,79.92602578,69.79352578,69.22438459
8/18/2023 7:32:02,6.506286705,80.26954746,70.13704746,69.56510498
8/18/2023 7:32:03,6.493100672,80.62203629,70.48953629,69.91471938
8/18/2023 7:32:04,6.488235452,80.9514954,70.8189954,70.24149187
8/18/2023 7:32:05,6.476633677,81.27428397,71.14178397,70.56164822
8/18/2023 7:32:06,6.464419339,81.58524935,71.45274935,70.87007779
8/18/2023 7:32:07,6.446872801,81.83518676,71.70268676,71.11797705
8/18/2023 7:32:08,6.45654045,82.0893276,71.9568276,71.37004546
8/18/2023 7:32:09,6.448899661,82.36302576,72.23052576,71.64151171
8/18/2023 7:32:10,6.452948509,82.6381819,72.5056819,71.91442405
8/18/2023 7:32:11,6.45304572,82.9360348,72.8035348,72.20984807
8/18/2023 7:32:12,6.45357066,83.19073734,73.05823734,72.4624736
8/18/2023 7:32:13,6.454168507,83.52719957,73.39469957,72.7961921
8/18/2023 7:32:14,6.454445558,83.83934385,73.70684385,73.10579096
8/18/2023 7:32:15,6.454533048,84.123688,73.991188,73.38781638
8/18/2023 7:32:16,6.454960775,84.42910795,74.29660795,73.69074574
8/18/2023 7:32:17,6.454761493,84.73222494,74.59972494,73.99139092
8/18/2023 7:32:18,6.449988429,85.01410843,74.88160843,74.27097575
8/18/2023 7:32:19,6.432154839,85.30888179,75.17638179,74.56334534
8/18/2023 7:32:20,6.397706679,85.5800549,75.4475549,74.83230713
8/18/2023 7:32:21,6.387197463,85.87314747,75.74064747,75.12300964
8/18/2023 7:32:22,6.388125896,86.16652082,76.03402082,75.41399064
8/18/2023 7:32:23,6.389958454,86.38249293,76.24999293,75.62820156
8/18/2023 7:32:24,6.393103444,86.44441798,76.31191798,75.68962164
8/18/2023 7:32:25,6.395878999,86.59432716,76.46182716,75.83830836
8/18/2023 7:32:26,6.391382693,86.73296233,76.60046233,75.97581302
8/18/2023 7:32:27,6.390935492,86.90164512,76.76914512,76.14312026
8/18/2023 7:32:28,6.388553655,87.08854139,76.95604139,76.32849246
8/18/2023 7:32:29,6.387873129,87.28854048,77.15604048,76.52686062
8/18/2023 7:32:30,6.387800215,87.49168867,77.35918867,76.72835221
8/18/2023 7:32:31,6.38857796,87.7233502,77.5908502,76.95812463
8/18/2023 7:32:32,6.388135618,87.94751386,77.81501386,77.18046031
8/18/2023 7:32:33,6.385559336,88.14057508,78.00807508,77.37194719
8/18/2023 7:32:34,6.382239325,88.38988871,78.25738871,77.61922775
8/18/2023 7:32:35,6.377927665,88.64991913,78.51741913,77.87713772
8/18/2023 7:32:36,6.370888969,88.92480093,78.79230093,78.14977796
8/18/2023 7:32:37,6.364929364,89.22153934,79.08903934,78.44409657
8/18/2023 7:32:38,6.362829395,89.52668455,79.39418455,78.74675343
8/18/2023 7:32:39,6.357448202,89.82223103,79.68973103,79.03988984
8/18/2023 7:32:40,6.349655861,90.0393916,79.9068916,79.25527954
8/18/2023 7:32:41,6.349830861,90.26327748,80.13077748,79.47733971
8/18/2023 7:32:42,6.35095864,90.44926206,80.31676206,79.66180765
8/18/2023 7:32:43,6.352878778,90.54789513,80.41539513,79.7596364
8/18/2023 7:32:44,6.3528885,90.67286781,80.54036781,79.88358998
8/18/2023 7:32:45,6.343608605,90.8428799,80.7103799,80.05221568
8/18/2023 7:32:46,6.341566916,91.0482722,80.9157722,80.25593308
8/18/2023 7:32:47,6.33422652,91.24890123,81.11640123,80.45492605
8/18/2023 7:32:48,6.333448725,91.46458637,81.33208637,80.66885236
8/18/2023 7:32:49,6.30042581,91.59824569,81.46574569,80.80142173
8/18/2023 7:32:50,6.29539909,91.61113527,81.47863527,80.8142062
8/18/2023 7:32:51,6.29563244,91.62899301,81.49649301,80.83191832
8/18/2023 7:32:52,6.29242388,91.700446,81.567946,80.90278864
8/18/2023 7:32:53,6.290275109,91.82037502,81.68787502,81.02173967
8/18/2023 7:32:54,6.286381056,92.03409763,81.90159763,81.23371946
8/18/2023 7:32:55,6.283644025,92.32047031,82.18797031,81.51775687
8/18/2023 7:32:56,6.281281323,92.65215986,82.51965986,81.84674161
8/18/2023 7:32:57,6.279045014,92.94553827,82.81303827,82.13772762
8/18/2023 7:32:58,6.277975473,93.25068604,83.11818604,82.44038703
8/18/2023 7:32:59,6.275437737,93.43134212,83.29884212,82.61956992
8/18/2023 7:33:00,6.271806135,93.51840809,83.38590809,82.70592589
8/18/2023 7:33:01,6.269560075,93.47441534,83.34191534,82.66229189
8/18/2023 7:33:02,6.269579522,93.20933829,83.07683829,82.39937645
8/18/2023 7:33:03,6.271631118,92.86544607,82.73294607,82.05828854
8/18/2023 7:33:04,6.273274335,92.46026764,82.32776764,81.6564142
8/18/2023 7:33:05,6.276696883,91.99596701,81.86346701,81.19589977
8/18/2023 7:33:06,6.280868092,91.53467608,81.40217608,80.73837051
8/18/2023 7:33:07,6.288102025,91.03107845,80.89857845,80.23887954
8/18/2023 7:33:08,6.298962523,90.5063323,80.3738323,79.71841251
8/18/2023 7:33:09,6.314684214,90.11706222,79.98456222,79.33231679
8/18/2023 7:33:10,6.324474871,89.65389181,79.52139181,78.87292336
8/18/2023 7:33:11,6.337755752,89.04473944,78.91223944,78.26873841
8/18/2023 7:33:12,6.351755863,88.38536815,78.25286815,77.61474406
8/18/2023 7:33:13,6.362260653,87.68908167,77.55658167,76.92413555
8/18/2023 7:33:14,6.370563282,86.97178392,76.83928392,76.21268709
8/18/2023 7:33:15,6.38050397,86.26871851,76.13621851,75.51535494
8/18/2023 7:33:16,6.386808591,85.67331217,75.54081217,74.92480392
8/18/2023 7:33:17,6.385967653,85.25722962,75.12472962,74.51211437
8/18/2023 7:33:18,6.384489934,84.71870566,74.58620566,73.97798188
8/18/2023 7:33:19,6.387445369,84.02916248,73.89666248,73.29406168
8/18/2023 7:33:20,6.404084088,83.38299749,73.25049749,72.65316594
8/18/2023 7:33:21,6.443076678,82.80861798,72.67611798,72.08347028
8/18/2023 7:33:22,6.451043171,82.3056875,72.1731875,71.58464103
8/18/2023 7:33:23,6.452413848,81.88434231,71.75184231,71.16673175
8/18/2023 7:33:24,6.451660462,81.66939185,71.53689185,70.95353414
8/18/2023 7:33:25,6.449487791,81.71197958,71.57947958,70.99577458
8/18/2023 7:33:26,6.447339417,81.79239198,71.65989198,71.07553125
8/18/2023 7:33:27,6.446921407,81.60494991,71.47244991,70.88961769
8/18/2023 7:33:28,6.448593445,81.42059007,71.28809007,70.70676124
8/18/2023 7:33:29,6.448277508,81.22166102,71.08916102,70.50945439
8/18/2023 7:33:30,6.448943407,81.02441333,70.89191333,70.31381518
8/18/2023 7:33:31,6.446552002,80.79046221,70.65796221,70.08177186
8/18/2023 7:33:32,6.4457014,80.59909889,70.46659889,69.89196903
8/18/2023 7:33:33,6.44512785,80.43883579,70.30633579,69.73301282
8/18/2023 7:33:34,6.444039077,80.39848987,70.26598987,69.6929959
8/18/2023 7:33:35,6.44587152,80.43827543,70.30577543,69.73245703
8/18/2023 7:33:36,6.44578403,80.53857993,70.40607993,69.83194359
8/18/2023 7:33:37,6.444048798,80.67614851,70.54364851,69.96839034
8/18/2023 7:33:38,6.447946989,80.86386959,70.73136959,70.15458062
8/18/2023 7:33:39,6.449696795,81.08100994,70.94850994,70.36995027
8/18/2023 7:33:40,6.449492651,81.32168587,71.18918587,70.60866358
8/18/2023 7:33:41,6.449332252,81.56292257,71.43042257,70.84793307
8/18/2023 7:33:42,6.452909625,81.82461299,71.69211299,71.10748951
8/18/2023 7:33:43,6.451966677,82.12861155,71.99611155,71.40900907
8/18/2023 7:33:44,6.45102859,82.41047622,72.27797622,71.68857523
8/18/2023 7:33:45,6.453142931,82.69009994,72.55759994,71.96591872
8/18/2023 7:33:46,6.454294881,82.96804309,72.83554309,72.24159534
8/18/2023 7:33:47,6.454435837,83.23197749,73.09947749,72.50337745
8/18/2023 7:33:48,6.453721337,83.50655942,73.37405942,72.77572027
8/18/2023 7:33:49,6.450114804,83.81588499,73.68338499,73.08252339
8/18/2023 7:33:50,6.434755289,84.13641868,74.00391868,73.40044325
8/18/2023 7:33:51,6.405012503,84.44742669,74.31492669,73.7089151
8/18/2023 7:33:52,6.389618191,84.71808824,74.58558824,73.9773695
8/18/2023 7:33:53,6.388155061,84.96017105,74.82767105,74.21747821
8/18/2023 7:33:54,6.3880384,85.18936554,75.05686554,74.44480371
8/18/2023 7:33:55,6.388553655,85.43200949,75.29950949,74.68546898
8/18/2023 7:33:56,6.388427272,85.69062467,75.55812467,74.94197525
8/18/2023 7:33:57,6.389044606,85.93214868,75.79964868,75.18152971
8/18/2023 7:33:58,6.389258485,86.15960336,76.02710336,75.40712958
8/18/2023 7:33:59,6.387158576,86.37254811,76.24004811,75.61833784
8/18/2023 7:34:00,6.384130226,86.62808221,76.49558221,75.87178816
8/18/2023 7:34:01,6.381534489,86.75164656,76.61914656,75.99434488
8/18/2023 7:34:02,6.380552579,86.91023496,76.77773496,76.15164005
8/18/2023 7:34:03,6.37958039,87.0318382,76.8993382,76.27225166
8/18/2023 7:34:04,6.377728366,87.1192581,76.9867581,76.35895868
8/18/2023 7:34:05,6.374928449,87.22320939,77.09070939,76.46206229
8/18/2023 7:34:06,6.371632701,87.33108345,77.19858345,76.56905667
8/18/2023 7:34:07,6.366839747,87.46445513,77.33195513,76.70134075
8/18/2023 7:34:08,6.364000906,87.60623271,77.47373271,76.84196219
8/18/2023 7:34:09,6.360904419,87.77350801,77.64100801,77.00787342
8/18/2023 7:34:10,6.358678053,87.94071939,77.80821939,77.17372125
8/18/2023 7:34:11,6.355654463,88.13937633,78.00687633,77.37075821
8/18/2023 7:34:12,6.352742667,88.32906733,78.19656733,77.55890235
8/18/2023 7:34:13,6.351211418,88.50222713,78.36972713,77.73065009
8/18/2023 7:34:14,6.349616972,88.68603451,78.55353451,77.91295859
8/18/2023 7:34:15,6.347341964,88.88357166,78.75107166,78.1088849
8/18/2023 7:34:16,6.347439187,89.06625873,78.93375873,78.29008222
8/18/2023 7:34:17,6.349354472,89.24418271,79.11168271,78.46655529
8/18/2023 7:34:18,6.352713501,89.45965312,79.32715312,78.68026862
8/18/2023 7:34:19,6.352003779,89.6753361,79.5428361,78.89419278
8/18/2023 7:34:20,6.349354472,89.8795988,79.7470988,79.09678979
8/18/2023 7:34:21,6.343851662,90.06845097,79.93595097,79.28410194
8/18/2023 7:34:22,6.32919515,90.26683007,80.13433007,79.48086333
8/18/2023 7:34:23,6.318257283,90.46128668,80.32878668,79.67373421
8/18/2023 7:34:24,6.312088261,90.61343374,80.48093374,79.82464057
8/18/2023 7:34:25,6.306171983,90.74652751,80.61402751,79.95664901
8/18/2023 7:34:26,6.303289179,90.87709963,80.74459963,80.08615636
